"MES";"DIA";"HORA";"PROVINCIA";"CANTON";"ZONA";"NUM_FALLECIDO";"NUM_LESIONADO";"TOTAL_VICTIMAS";"CLASE";"CAUSA"
1;2;11;10;"1004";1;0;0;0;7;4
1;2;23;10;"1001";2;0;0;0;8;10
1;2;12;18;"1801";1;0;3;3;3;7
1;2;7;18;"1801";2;0;1;1;1;1
1;2;4;17;"1701";1;0;0;0;4;3
1;2;14;17;"1701";1;0;0;0;4;7
1;2;1;17;"1701";1;0;0;0;4;3
1;2;20;8;"0805";2;0;0;0;3;4
1;2;1;17;"1701";1;0;0;0;3;3
1;2;10;17;"1701";1;0;1;1;2;4
1;2;8;17;"1701";2;0;5;5;4;3
1;2;9;17;"1701";1;0;1;1;3;4
1;2;14;17;"1701";1;0;1;1;1;4
1;2;16;17;"1701";1;0;1;1;3;7
1;2;6;17;"1701";2;0;0;0;4;3
1;2;6;17;"1701";1;0;0;0;3;7
1;2;7;17;"1701";1;0;1;1;4;3
1;2;7;17;"1701";1;0;0;0;4;1
1;2;13;17;"1701";1;0;0;0;5;1
1;2;1;17;"1701";1;0;1;1;1;4
1;2;9;17;"1701";1;0;0;0;4;3
1;2;20;17;"1701";1;0;0;0;3;3
1;2;19;23;"2301";1;0;1;1;3;4
1;2;18;23;"2301";1;0;1;1;2;4
1;2;12;13;"1308";1;0;0;0;3;7
1;2;11;13;"1308";1;0;1;1;1;1
1;2;3;13;"1308";1;0;0;0;3;4
1;2;3;1;"0101";1;0;1;1;5;1
1;2;21;1;"0101";2;1;1;2;4;4
1;2;11;12;"1207";2;0;1;1;3;4
1;2;20;9;"0908";2;0;0;0;1;4
1;2;8;12;"1207";2;0;5;5;8;4
1;2;17;9;"0901";2;0;0;0;7;4
1;2;21;9;"0925";2;0;1;1;1;4
1;2;13;24;"2403";1;0;0;0;7;4
1;2;19;9;"0906";2;0;2;2;5;4
1;2;11;9;"0927";2;0;1;1;3;7
1;2;18;13;"1312";2;0;5;5;3;4
1;2;12;9;"0919";2;0;1;1;1;4
1;2;11;9;"0910";1;0;1;1;4;4
1;2;13;9;"0907";2;0;3;3;3;2
1;2;23;12;"1205";2;0;1;1;3;4
1;2;3;9;"0912";2;0;0;0;3;7
1;2;23;1;"0101";2;0;2;2;7;2
1;2;4;9;"0907";1;0;2;2;4;4
1;2;11;24;"2401";2;0;2;2;3;4
1;2;16;9;"0910";1;0;1;1;3;7
1;2;10;13;"1301";2;0;1;1;7;4
1;2;8;9;"0906";1;0;1;1;2;5
1;2;17;24;"2401";1;0;1;1;3;4
1;2;15;23;"2301";2;0;1;1;3;4
1;2;13;9;"0921";2;0;3;3;7;4
1;2;9;9;"0916";2;0;0;0;7;2
1;2;9;9;"0906";2;2;0;2;4;4
1;2;14;9;"0903";2;0;1;1;2;5
1;2;11;9;"0916";2;0;2;2;3;4
1;2;11;9;"0921";2;0;1;1;7;5
1;2;9;9;"0907";2;0;0;0;3;4
1;2;7;1;"0101";2;0;0;0;3;2
1;2;11;9;"0907";2;0;0;0;4;4
1;2;7;9;"0910";2;0;0;0;7;4
1;2;5;9;"0906";2;0;1;1;3;7
1;2;2;9;"0903";2;0;3;3;3;7
1;2;3;9;"0906";2;0;1;1;1;4
1;2;3;24;"2402";1;0;2;2;3;4
1;2;0;9;"0910";1;0;2;2;1;4
1;2;2;9;"0910";2;0;1;1;1;4
1;2;18;13;"1314";2;1;0;1;3;4
1;2;0;2;"0205";2;0;1;1;1;4
1;2;16;21;"2101";2;1;1;2;7;4
1;2;7;2;"0205";2;1;0;1;7;4
1;2;7;3;"0303";2;0;0;0;3;4
1;2;9;15;"1501";2;0;1;1;7;1
1;2;7;18;"1801";2;0;0;0;4;4
1;2;20;18;"1801";2;1;0;1;1;5
1;2;23;18;"1801";2;0;0;0;3;4
1;2;13;5;"0501";2;1;0;1;7;10
1;2;23;5;"0505";2;1;0;1;1;10
1;2;4;16;"1601";2;1;0;1;1;5
1;2;6;17;"1703";2;1;0;1;4;4
1;2;16;22;"2204";2;1;1;2;7;4
1;2;3;17;"1703";2;1;3;4;3;4
1;2;5;10;"1004";2;1;0;1;7;4
1;2;21;10;"1004";2;1;0;1;1;5
1;2;5;17;"1701";2;0;1;1;1;1
1;2;18;8;"0806";2;1;0;1;1;5
1;2;21;6;"0601";2;0;0;0;3;1
1;2;8;6;"0601";2;0;0;0;3;4
1;2;1;6;"0601";2;0;1;1;3;4
1;2;20;4;"0401";2;0;3;3;3;1
1;2;8;1;"0102";2;1;1;2;7;4
1;2;2;22;"2201";2;0;2;2;7;4
1;2;5;22;"2201";2;0;1;1;3;4
1;2;2;9;"0901";1;0;2;2;3;4
1;2;5;9;"0901";1;0;3;3;1;3
1;2;6;9;"0901";1;0;1;1;7;1
1;2;8;9;"0901";1;0;1;1;5;1
1;2;8;9;"0901";1;0;1;1;7;3
1;2;7;9;"0901";1;0;0;0;7;1
1;2;5;9;"0901";1;0;0;0;4;3
1;2;9;9;"0901";1;1;1;2;1;1
1;2;8;9;"0901";1;0;0;0;4;3
1;2;10;9;"0901";1;0;1;1;1;1
1;2;10;9;"0901";1;0;0;0;7;3
1;2;10;9;"0901";1;0;1;1;3;1
1;2;7;9;"0901";1;0;0;0;4;3
1;2;12;9;"0901";1;0;0;0;3;3
1;2;10;9;"0901";1;0;1;1;5;4
1;2;14;9;"0901";1;0;2;2;3;2
1;2;16;9;"0901";1;0;2;2;3;7
1;2;16;9;"0901";1;0;0;0;7;3
1;2;15;9;"0901";1;0;1;1;7;3
1;2;18;9;"0901";1;0;1;1;1;1
1;2;19;9;"0901";1;0;1;1;1;3
1;2;22;9;"0901";1;0;2;2;4;1
1;2;1;9;"0901";1;0;1;1;1;3
1;2;6;9;"0901";1;0;1;1;6;3
1;3;15;18;"1801";1;0;4;4;3;7
1;3;13;17;"1701";1;0;1;1;8;10
1;3;19;17;"1701";1;0;0;0;3;4
1;3;15;17;"1701";1;0;1;1;4;3
1;3;0;17;"1701";2;0;5;5;4;4
1;3;9;17;"1701";1;0;1;1;1;4
1;3;13;17;"1701";1;0;0;0;3;4
1;3;15;17;"1701";2;0;0;0;3;4
1;3;12;17;"1701";1;0;1;1;8;3
1;3;16;17;"1701";1;1;0;1;1;4
1;3;16;17;"1701";1;0;0;0;4;3
1;3;12;23;"2301";1;0;1;1;2;4
1;3;20;23;"2301";1;0;1;1;1;5
1;3;18;9;"0906";1;0;1;1;3;7
1;3;14;9;"0901";1;0;1;1;1;4
1;3;9;13;"1309";2;0;0;0;3;4
1;3;15;9;"0912";2;0;2;2;3;4
1;3;22;9;"0901";2;0;1;1;4;4
1;3;20;13;"1301";2;1;0;1;4;4
1;3;16;13;"1309";2;0;2;2;3;4
1;3;17;9;"0916";1;0;0;0;4;4
1;3;8;9;"0901";2;0;1;1;3;4
1;3;8;13;"1301";2;0;0;0;3;4
1;3;14;9;"0901";1;0;0;0;7;4
1;3;10;24;"2401";2;0;2;2;7;4
1;3;10;9;"0901";2;0;1;1;1;4
1;3;12;9;"0901";2;0;0;0;3;7
1;3;6;9;"0906";1;0;1;1;3;7
1;3;10;7;"0706";2;0;0;0;3;4
1;3;4;7;"0702";2;0;0;0;8;4
1;3;0;23;"2301";2;0;5;5;3;2
1;3;0;21;"2105";2;1;0;1;3;4
1;3;7;18;"1806";2;0;0;0;4;4
1;3;6;3;"0301";2;0;1;1;1;4
1;3;8;18;"1808";2;0;2;2;3;4
1;3;15;6;"0601";2;0;0;0;3;4
1;3;8;6;"0601";2;0;1;1;1;4
1;3;18;3;"0301";2;1;0;1;7;4
1;3;21;7;"0701";2;0;1;1;7;4
1;3;13;9;"0901";1;0;1;1;1;3
1;3;11;9;"0901";1;0;1;1;4;3
1;3;12;9;"0901";1;0;2;2;3;2
1;3;16;9;"0901";1;0;0;0;7;3
1;3;12;9;"0901";1;0;2;2;7;3
1;3;14;9;"0901";1;0;1;1;2;2
1;3;15;9;"0901";1;0;0;0;4;8
1;3;18;9;"0901";1;0;0;0;3;7
1;3;23;9;"0901";1;1;0;1;1;3
1;4;8;10;"1004";1;0;0;0;3;7
1;4;7;18;"1801";1;0;0;0;3;7
1;4;5;8;"0805";2;0;3;3;3;4
1;4;14;17;"1701";1;0;0;0;3;4
1;4;6;17;"1701";2;0;1;1;1;5
1;4;16;17;"1701";1;0;1;1;2;4
1;4;18;17;"1701";2;0;0;0;4;4
1;4;4;17;"1701";2;0;0;0;4;4
1;4;13;17;"1701";1;0;0;0;3;4
1;4;12;17;"1701";1;0;1;1;1;1
1;4;6;18;"1801";1;0;0;0;3;4
1;4;7;23;"2301";1;0;0;0;3;4
1;4;14;23;"2301";1;0;1;1;1;4
1;4;16;23;"2301";1;0;1;1;1;4
1;4;11;13;"1308";1;0;0;0;4;6
1;4;18;1;"0101";1;0;0;0;8;4
1;4;22;1;"0101";1;0;2;2;7;8
1;4;20;24;"2403";1;0;2;2;3;4
1;4;18;1;"0101";2;0;0;0;1;2
1;4;17;9;"0921";1;0;1;1;2;5
1;4;16;9;"0910";1;0;1;1;3;4
1;4;12;9;"0901";2;0;1;1;3;4
1;4;7;9;"0919";1;0;1;1;5;4
1;4;12;9;"0920";1;0;1;1;1;4
1;4;10;9;"0920";1;0;1;1;3;7
1;4;8;23;"2301";2;0;2;2;7;4
1;4;7;23;"2301";2;0;2;2;3;2
1;4;3;23;"2301";2;0;0;0;7;4
1;4;7;18;"1806";2;0;0;0;3;4
1;4;9;3;"0303";2;1;1;2;7;4
1;4;22;6;"0601";2;0;1;1;1;1
1;4;15;6;"0601";2;0;0;0;3;4
1;4;10;9;"0901";1;1;1;2;3;2
1;4;10;9;"0901";1;0;1;1;1;8
1;4;9;9;"0901";1;0;0;0;3;7
1;4;15;9;"0901";1;0;0;0;3;7
1;4;15;9;"0901";1;0;0;0;5;4
1;4;14;9;"0901";1;0;0;0;3;2
1;4;19;9;"0901";1;0;2;2;1;3
1;4;20;9;"0901";1;0;3;3;6;3
1;4;22;9;"0901";1;0;0;0;3;7
1;4;22;9;"0901";1;0;2;2;1;3
1;5;9;18;"1801";2;0;1;1;3;4
1;5;17;10;"1005";2;3;2;5;7;9
1;5;6;18;"1801";1;0;0;0;4;4
1;5;13;18;"1801";2;0;0;0;4;5
1;5;22;17;"1701";1;0;0;0;3;7
1;5;22;17;"1701";1;0;0;0;6;3
1;5;18;17;"1701";1;0;0;0;3;2
1;5;9;17;"1701";1;0;1;1;1;5
1;5;22;17;"1701";2;0;1;1;8;6
1;5;23;17;"1701";1;0;0;0;4;4
1;5;12;17;"1701";1;0;1;1;3;4
1;5;16;17;"1701";1;0;1;1;1;5
1;5;13;17;"1701";1;0;1;1;2;4
1;5;23;17;"1701";1;0;1;1;3;1
1;5;20;17;"1701";1;0;2;2;7;2
1;5;17;17;"1701";1;0;1;1;3;2
1;5;21;17;"1701";1;0;0;0;8;4
1;5;17;17;"1701";1;0;1;1;7;2
1;5;18;23;"2301";1;0;1;1;5;4
1;5;18;13;"1308";1;0;0;0;3;7
1;5;14;1;"0101";1;0;0;0;3;4
1;5;23;1;"0101";1;0;0;0;3;4
1;5;16;9;"0911";1;0;1;1;3;2
1;5;12;24;"2401";2;0;1;1;8;4
1;5;20;1;"0115";2;0;1;1;3;4
1;5;20;9;"0906";2;0;1;1;8;7
1;5;16;9;"0906";2;0;1;1;3;4
1;5;22;12;"1207";2;1;0;1;8;4
1;5;23;9;"0912";2;0;2;2;3;2
1;5;19;13;"1303";2;0;1;1;2;4
1;5;20;9;"0916";2;0;1;1;7;4
1;5;9;13;"1306";2;0;1;1;3;4
1;5;9;12;"1205";2;0;1;1;3;4
1;5;13;9;"0907";2;0;1;1;3;4
1;5;9;9;"0910";2;0;1;1;3;4
1;5;6;9;"0927";2;0;1;1;3;2
1;5;10;9;"0914";2;0;0;0;3;4
1;5;8;9;"0901";2;0;1;1;3;7
1;5;2;9;"0904";2;0;0;0;8;4
1;5;4;18;"1801";2;0;0;0;3;4
1;5;20;6;"0601";2;1;0;1;1;4
1;5;10;17;"1705";2;0;0;0;3;4
1;5;14;12;"1201";2;1;1;2;3;4
1;5;7;12;"1201";2;1;1;2;3;4
1;5;10;8;"0806";2;0;1;1;4;4
1;5;1;9;"0901";1;0;0;0;3;4
1;5;9;9;"0901";1;0;1;1;3;4
1;5;13;9;"0901";1;0;1;1;3;7
1;5;10;9;"0901";1;0;0;0;3;2
1;5;9;9;"0901";1;0;0;0;3;7
1;5;13;9;"0901";1;0;2;2;3;2
1;5;15;9;"0901";1;0;1;1;3;2
1;5;15;9;"0901";1;0;0;0;3;3
1;5;17;9;"0901";1;0;1;1;1;3
1;5;21;9;"0901";1;0;1;1;1;3
1;5;20;9;"0901";1;0;0;0;5;4
1;5;20;9;"0901";1;0;2;2;1;3
1;5;23;9;"0901";1;0;0;0;4;1
1;6;10;18;"1801";1;0;0;0;1;7
1;6;16;18;"1801";2;0;0;0;1;5
1;6;12;18;"1801";1;0;0;0;3;4
1;6;19;18;"1801";2;0;1;1;1;5
1;6;15;18;"1801";1;0;0;0;4;4
1;6;10;17;"1701";2;0;1;1;3;2
1;6;20;17;"1701";1;0;0;0;5;1
1;6;20;17;"1701";1;0;0;0;3;4
1;6;17;17;"1701";1;0;0;0;3;4
1;6;21;17;"1701";2;0;0;0;4;7
1;6;2;17;"1701";1;0;0;0;8;4
1;6;0;17;"1701";1;0;0;0;3;4
1;6;9;17;"1701";1;1;0;1;1;5
1;6;7;17;"1701";1;0;1;1;1;5
1;6;15;17;"1701";1;0;1;1;8;10
1;6;23;17;"1701";1;0;1;1;6;1
1;6;12;23;"2301";1;0;0;0;5;4
1;6;15;23;"2301";1;0;0;0;3;4
1;6;17;23;"2301";2;0;1;1;3;4
1;6;4;18;"1801";1;0;3;3;3;10
1;6;13;1;"0101";2;1;0;1;4;4
1;6;15;1;"0101";1;0;1;1;3;4
1;6;19;1;"0101";1;0;2;2;3;1
1;6;23;1;"0101";1;0;1;1;4;4
1;6;18;9;"0911";2;0;0;0;3;4
1;6;20;9;"0908";2;0;0;0;7;4
1;6;18;1;"0103";2;0;0;0;7;4
1;6;13;1;"0101";2;0;0;0;1;7
1;6;16;9;"0910";1;0;1;1;3;7
1;6;19;9;"0907";1;0;1;1;3;4
1;6;18;1;"0101";2;0;0;0;7;5
1;6;13;9;"0907";1;0;2;2;3;2
1;6;14;9;"0907";2;0;1;1;3;7
1;6;5;9;"0920";2;0;2;2;3;4
1;6;11;7;"0701";2;0;1;1;5;4
1;6;6;9;"0910";2;0;1;1;4;4
1;6;7;9;"0910";2;0;1;1;3;2
1;6;0;9;"0927";2;0;1;1;2;4
1;6;5;7;"0704";2;0;0;0;3;4
1;6;1;18;"1801";2;0;0;0;4;4
1;6;5;17;"1701";2;0;0;0;3;4
1;6;6;17;"1701";2;0;1;1;3;4
1;6;15;18;"1801";2;0;1;1;3;4
1;6;22;18;"1805";2;0;2;2;3;4
1;6;15;8;"0801";2;0;4;4;7;4
1;6;1;9;"0901";1;0;0;0;7;3
1;6;4;9;"0901";1;0;0;0;7;3
1;6;4;9;"0901";1;0;0;0;3;7
1;6;10;9;"0901";1;0;1;1;3;4
1;6;11;9;"0901";1;0;1;1;6;3
1;6;13;9;"0901";1;0;0;0;3;7
1;6;12;9;"0901";1;0;1;1;1;3
1;6;15;9;"0901";1;0;0;0;7;3
1;6;16;9;"0901";1;0;1;1;1;3
1;6;16;9;"0901";1;0;2;2;3;2
1;6;15;9;"0901";1;0;0;0;7;3
1;6;19;9;"0901";1;0;2;2;1;1
1;6;20;9;"0901";1;0;0;0;5;1
1;6;20;9;"0901";1;0;0;0;3;2
1;7;4;10;"1001";1;0;0;0;4;7
1;7;14;18;"1801";1;0;0;0;4;4
1;7;6;18;"1801";2;0;0;0;1;5
1;7;13;18;"1801";1;0;0;0;4;4
1;7;22;18;"1801";2;0;0;0;5;4
1;7;15;17;"1701";2;0;0;0;3;8
1;7;10;17;"1701";1;0;1;1;7;2
1;7;3;17;"1701";1;0;0;0;4;4
1;7;6;17;"1701";1;0;2;2;7;1
1;7;15;17;"1701";1;0;0;0;3;1
1;7;16;17;"1701";1;0;2;2;3;2
1;7;17;17;"1701";2;1;4;5;4;3
1;7;20;17;"1701";2;0;0;0;4;1
1;7;16;17;"1701";2;0;0;0;4;8
1;7;16;17;"1701";2;0;0;0;3;8
1;7;0;17;"1701";1;0;0;0;4;4
1;7;18;17;"1701";1;0;0;0;3;4
1;7;13;17;"1701";2;0;0;0;3;2
1;7;2;17;"1701";1;0;1;1;1;1
1;7;13;17;"1701";1;0;0;0;4;3
1;7;18;17;"1701";1;0;2;2;3;7
1;7;8;17;"1701";1;0;1;1;3;4
1;7;4;23;"2301";1;0;0;0;4;4
1;7;0;23;"2301";1;0;1;1;4;4
1;7;21;18;"1801";1;0;0;0;1;3
1;7;9;13;"1308";1;0;0;0;3;7
1;7;3;1;"0101";1;0;3;3;3;4
1;7;6;1;"0101";1;0;2;2;3;4
1;7;13;1;"0101";1;0;1;1;3;7
1;7;17;1;"0101";1;0;1;1;7;8
1;7;19;1;"0101";2;0;2;2;5;4
1;7;20;1;"0101";1;0;1;1;3;7
1;7;23;1;"0101";1;0;1;1;4;1
1;7;23;1;"0101";1;0;4;4;3;1
1;7;2;9;"0911";2;1;14;15;3;7
1;7;18;9;"0911";1;0;1;1;3;4
1;7;17;9;"0911";2;0;2;2;5;2
1;7;16;13;"1312";2;0;1;1;3;4
1;7;18;9;"0910";1;0;1;1;7;4
1;7;19;23;"2301";2;0;1;1;3;4
1;7;16;13;"1308";2;0;0;0;7;4
1;7;19;12;"1201";2;0;0;0;3;4
1;7;13;9;"0901";1;0;2;2;3;4
1;7;10;13;"1310";2;0;1;1;7;2
1;7;9;13;"1310";2;0;1;1;3;2
1;7;9;24;"2401";2;0;3;3;7;4
1;7;0;9;"0906";2;0;1;1;2;4
1;7;6;9;"0906";2;0;1;1;7;4
1;7;0;13;"1301";2;0;0;0;4;4
1;7;5;24;"2401";2;5;1;6;3;4
1;7;8;9;"0901";2;0;1;1;7;4
1;7;1;9;"0920";2;1;0;1;3;4
1;7;5;9;"0920";2;1;0;1;3;4
1;7;0;9;"0907";1;0;2;2;1;4
1;7;3;9;"0910";1;0;1;1;1;4
1;7;7;15;"1501";2;1;0;1;1;1
1;7;5;12;"1204";2;0;5;5;6;4
1;7;10;6;"0601";2;1;0;1;1;4
1;7;8;6;"0601";2;0;2;2;3;1
1;7;5;1;"0102";2;0;0;0;6;4
1;7;23;6;"0601";2;0;0;0;3;4
1;7;1;22;"2201";2;0;2;2;7;1
1;7;12;22;"2201";2;0;1;1;3;4
1;7;13;17;"1701";2;0;0;0;7;4
1;7;0;9;"0901";1;0;0;0;4;1
1;7;3;9;"0901";1;0;0;0;4;1
1;7;2;9;"0901";1;0;3;3;3;1
1;7;4;9;"0901";1;0;0;0;7;3
1;7;6;9;"0901";1;0;1;1;4;3
1;7;6;9;"0901";1;0;0;0;4;1
1;7;7;9;"0901";1;0;0;0;3;1
1;7;7;9;"0901";1;0;0;0;4;3
1;7;11;9;"0901";1;0;0;0;4;1
1;7;11;9;"0901";1;0;1;1;4;3
1;7;16;9;"0901";1;0;1;1;2;3
1;7;15;9;"0901";1;0;1;1;1;3
1;7;18;9;"0901";1;0;0;0;7;3
1;1;19;11;"1101";1;0;3;3;3;4
1;1;14;10;"1001";1;0;1;1;3;7
1;1;7;18;"1801";2;0;1;1;3;4
1;1;8;17;"1701";1;0;0;0;6;1
1;1;22;17;"1701";2;0;0;0;3;4
1;1;11;17;"1701";1;0;0;0;3;4
1;1;12;17;"1701";1;0;1;1;3;4
1;1;15;17;"1701";1;0;1;1;6;3
1;1;16;17;"1701";2;0;0;0;4;8
1;1;9;17;"1701";1;0;1;1;3;2
1;1;18;17;"1701";1;0;0;0;3;4
1;1;19;1;"0101";1;0;1;1;1;4
1;1;19;7;"0701";2;1;0;1;1;4
1;1;19;12;"1205";2;1;0;1;1;4
1;1;13;13;"1309";2;0;1;1;4;4
1;1;15;24;"2402";1;0;1;1;3;4
1;1;16;12;"1205";2;0;0;0;3;4
1;1;11;7;"0709";2;0;2;2;7;4
1;1;10;9;"0901";2;0;0;0;7;4
1;1;4;7;"0704";2;0;0;0;7;4
1;1;8;1;"0115";2;0;0;0;3;4
1;1;6;7;"0712";2;0;0;0;5;4
1;1;6;9;"0906";1;0;1;1;1;7
1;1;1;9;"0916";2;1;7;8;3;4
1;1;2;12;"1205";2;0;1;1;4;4
1;1;0;23;"2301";2;0;1;1;5;4
1;1;9;17;"1702";2;0;0;0;3;4
1;1;7;14;"1406";2;0;1;1;3;4
1;1;16;18;"1801";2;1;1;2;3;4
1;1;15;17;"1701";2;0;0;0;7;4
1;1;16;17;"1701";2;0;0;0;3;4
1;1;10;17;"1702";2;0;0;0;3;4
1;1;6;6;"0607";2;0;1;1;7;4
1;1;7;6;"0601";2;0;0;0;3;4
1;1;7;6;"0601";2;0;0;0;3;7
1;1;20;3;"0304";2;1;0;1;1;1
1;1;19;7;"0707";2;1;0;1;3;4
1;1;16;11;"1108";2;0;0;0;3;1
1;1;1;9;"0901";1;0;0;0;4;1
1;1;6;9;"0901";1;0;0;0;4;3
1;1;8;9;"0901";1;1;1;2;1;3
1;1;12;9;"0901";1;0;0;0;1;3
1;1;13;9;"0901";1;0;1;1;3;2
1;1;14;9;"0901";1;0;0;0;1;3
1;1;15;9;"0901";1;0;2;2;1;3
1;1;16;9;"0901";1;0;1;1;1;3
1;1;16;9;"0901";1;0;1;1;3;7
1;1;18;9;"0901";1;0;0;0;4;3
1;1;14;9;"0901";1;0;0;0;3;7
1;1;18;9;"0901";1;0;0;0;3;7
1;1;23;9;"0901";1;0;1;1;1;3
1;2;13;17;"1701";1;0;1;1;1;4
1;2;13;17;"1701";1;0;1;1;2;4
1;2;13;17;"1701";1;0;1;1;1;5
1;2;14;17;"1701";1;0;1;1;3;4
1;2;15;17;"1701";1;0;0;0;3;4
1;2;2;17;"1701";2;0;0;0;3;4
1;2;18;17;"1701";1;0;1;1;3;7
1;2;17;23;"2301";1;0;0;0;3;4
1;2;22;23;"2301";1;0;0;0;4;4
1;2;17;13;"1308";1;0;1;1;3;6
1;2;9;1;"0101";1;0;1;1;3;4
1;2;18;1;"0101";1;0;0;0;3;7
1;2;19;12;"1207";2;0;1;1;6;4
1;2;16;7;"0702";2;0;0;0;7;6
1;2;12;9;"0919";1;0;2;2;3;4
1;2;22;9;"0912";2;0;2;2;5;4
1;2;22;9;"0901";2;0;1;1;3;2
1;2;13;24;"2402";1;0;1;1;7;4
1;2;10;7;"0710";2;0;1;1;3;4
1;2;14;24;"2402";1;0;3;3;3;4
1;2;15;9;"0907";1;0;2;2;3;7
1;2;13;1;"0109";2;0;0;0;3;5
1;2;14;13;"1303";2;0;1;1;5;4
1;2;12;13;"1309";2;0;1;1;3;2
1;2;12;23;"2301";2;0;0;0;3;2
1;2;11;9;"0914";2;0;1;1;4;4
1;2;11;9;"0921";1;0;1;1;4;4
1;2;9;23;"2301";2;0;3;3;3;2
1;2;6;13;"1308";2;0;1;1;7;9
1;2;6;12;"1205";2;1;0;1;1;4
1;2;6;18;"1801";2;1;0;1;1;8
1;2;17;18;"1806";2;0;0;0;6;4
1;2;23;13;"1303";2;0;0;0;1;10
1;2;14;12;"1207";2;1;0;1;3;4
1;2;19;10;"1001";2;3;3;6;3;9
1;2;18;1;"0103";2;1;0;1;2;4
1;2;0;9;"0901";1;0;1;1;4;3
1;2;2;9;"0901";1;0;2;2;3;4
1;2;6;9;"0901";1;0;1;1;1;3
1;2;8;9;"0901";1;0;1;1;1;3
1;2;6;9;"0901";1;0;0;0;4;3
1;2;14;9;"0901";1;0;1;1;2;3
1;2;13;9;"0901";1;0;1;1;4;3
1;2;18;9;"0901";1;0;1;1;1;3
1;2;16;9;"0901";1;0;0;0;3;4
1;2;15;9;"0901";1;0;0;0;3;4
1;2;15;9;"0901";1;0;1;1;3;7
1;2;16;9;"0901";1;0;0;0;3;7
1;3;12;11;"1101";1;0;2;2;1;4
1;3;18;18;"1801";1;0;0;0;3;4
1;3;5;17;"1701";1;0;0;0;3;4
1;3;11;17;"1701";1;0;0;0;4;3
1;3;22;17;"1701";1;0;2;2;1;7
1;3;15;17;"1701";2;1;0;1;3;2
1;3;9;17;"1701";1;0;1;1;1;5
1;3;18;17;"1701";1;0;2;2;1;4
1;3;16;17;"1701";1;0;0;0;3;2
1;3;0;17;"1701";1;0;0;0;3;1
1;3;9;17;"1701";1;0;0;0;3;7
1;3;16;17;"1701";1;0;0;0;3;1
1;3;21;17;"1701";1;0;0;0;3;7
1;3;21;17;"1701";1;0;1;1;6;4
1;3;21;17;"1701";1;0;0;0;4;4
1;3;8;17;"1701";1;0;0;0;3;4
1;3;13;23;"2301";1;0;0;0;1;4
1;3;16;23;"2301";1;0;0;0;5;4
1;3;9;17;"1704";2;0;1;1;1;5
1;3;22;13;"1308";1;0;0;0;7;2
1;3;19;13;"1308";1;0;0;0;3;7
1;3;7;1;"0101";2;0;1;1;7;9
1;3;17;9;"0910";2;0;1;1;1;4
1;3;19;9;"0908";2;0;1;1;4;4
1;3;19;13;"1308";2;0;0;0;4;4
1;3;21;9;"0908";2;1;1;2;3;7
1;3;19;9;"0910";1;0;2;2;3;7
1;3;22;9;"0910";1;0;1;1;3;7
1;3;13;1;"0101";2;1;1;2;7;2
1;3;21;9;"0916";1;0;1;1;3;7
1;3;9;1;"0103";2;0;1;1;2;7
1;3;19;9;"0907";1;0;1;1;3;7
1;3;18;9;"0911";1;0;1;1;3;7
1;3;14;9;"0910";1;0;0;0;4;4
1;3;11;9;"0907";2;0;0;0;3;4
1;3;11;9;"0907";1;0;0;0;5;2
1;3;10;13;"1301";2;0;0;0;3;4
1;3;7;9;"0920";2;0;0;0;3;7
1;3;7;18;"1805";2;0;0;0;3;4
1;3;11;13;"1301";2;1;0;1;1;5
1;3;7;17;"1701";2;0;1;1;3;10
1;3;18;2;"0205";2;0;1;1;7;8
1;3;0;6;"0601";2;0;0;0;3;4
1;3;4;6;"0601";2;0;2;2;7;4
1;3;5;9;"0901";1;0;0;0;3;2
1;3;9;9;"0901";1;0;1;1;7;3
1;3;8;9;"0901";1;0;1;1;7;3
1;3;11;9;"0901";1;0;0;0;4;3
1;3;13;9;"0901";1;0;1;1;1;3
1;3;15;9;"0901";1;0;1;1;2;3
1;3;16;9;"0901";1;0;1;1;3;2
1;3;19;9;"0901";1;0;1;1;1;3
1;3;22;9;"0901";1;0;1;1;1;3
1;3;22;9;"0901";1;0;1;1;1;3
1;4;11;11;"1101";1;0;1;1;1;5
1;4;18;11;"1101";1;0;2;2;7;9
1;4;4;18;"1801";1;0;0;0;7;1
1;4;9;17;"1701";1;0;1;1;3;4
1;4;10;17;"1701";1;0;0;0;3;1
1;4;18;17;"1701";1;0;1;1;1;4
1;4;19;17;"1701";1;0;0;0;3;1
1;4;15;17;"1701";2;0;1;1;1;5
1;4;20;17;"1701";1;0;2;2;8;1
1;4;16;17;"1701";2;0;0;0;3;2
1;4;6;17;"1701";2;0;0;0;4;4
1;4;15;17;"1701";2;0;0;0;4;3
1;4;12;23;"2301";1;0;0;0;3;4
1;4;21;1;"0101";1;0;0;0;4;1
1;4;22;1;"0101";1;1;0;1;1;1
1;4;16;13;"1303";2;0;1;1;5;4
1;4;17;9;"0904";2;0;2;2;3;4
1;4;21;9;"0901";2;1;0;1;1;4
1;4;22;1;"0102";2;0;0;0;7;2
1;4;13;13;"1309";2;0;1;1;3;4
1;4;14;24;"2403";1;0;0;0;3;4
1;4;12;9;"0920";2;0;2;2;7;4
1;4;12;9;"0901";2;0;0;0;4;4
1;4;15;9;"0901";2;0;0;0;3;4
1;4;6;9;"0909";2;0;1;1;3;4
